0,cell_ecm_repulsion,contact_cell_ECM_threshold,contact_cell_cell_threshold,cell_junctions_attach_threshold,cell_junctions_detach_threshold,migration_bias,migration_speed
"cell_ecm_repulsion,contact_cell_ECM_threshold,contact_cell_cell_threshold,cell_junctions_attach_threshold,cell_junctions_detach_threshold,migration_bias,migration_speed",,,,,,,
,68.46807030044573,1.2239148599931848,0.8559040985092782,0.011960631223565579,0.2736916280145535,0.42293768970752194,0.3256642431488315
,14.02737759826292,1.082143449575214,1.6696901933193409,0.9089604043566709,0.5276441241996042,0.34625387738305524,0.46491028312841265
,40.82037819794592,0.19055791371477776,1.4451708373728136,0.1581704983481464,0.31645522184873737,0.11439400134580598,0.9969369712744122
,20.961016406646063,0.08436106217431961,0.7417879643422407,0.4291888920551354,0.2477500658301447,0.601038115064907,0.8984709310176482
,45.4061680679194,1.0217706631347714,2.3368203410318586,0.2876080131991935,0.4586732768791565,0.8425518201870905,0.5206025707010783
,19.916062813850782,0.46423693552391526,0.2538490107667411,0.7088301198204963,0.8204477785302475,0.36761040890266017,0.2547294038401678
,72.59210717247842,0.21965619288692723,1.3321826197697957,0.27702729640185164,0.6355830077067417,0.9613403238288999,0.5356114736752285
,28.672783357570886,1.6767939470100168,1.8000242115024265,0.16637873525536329,0.6503281159908204,0.042891462961958636,0.7127816299778477
,44.80302533223946,0.9529025882571983,2.1506520532967563,0.413484626037966,0.07369537745228365,0.22405110089050445,0.548259043589087
,33.83549715976119,1.6540604218962214,0.49862766712661755,0.5150319760642724,0.9868457155678686,0.5116304309761003,0.4932193513099412
,31.531750653913488,1.7338064619340925,2.4894025748746054,0.17833933469717478,0.9419071151696983,0.03837050779187312,0.5090067631170933
,32.091083002413455,0.5630143120361054,1.0466428714730278,0.684676604565369,0.15669353498219393,0.23496021071413226,0.8423839448075477
,71.85044044499017,1.1047732090311255,0.7786270912104364,0.019117939915139003,0.31146463218174064,0.12627937310399395,0.3675305260609231
,9.602580718935256,0.8740800095805474,0.7955826116928838,0.4592337849302335,0.4006495029374321,0.9248128650122281,0.7289383322695818
,29.829119163443885,1.529817040873602,1.4893237086144235,0.10860323784255238,0.10001631308074156,0.6425785444271179,0.19463347670979372
,52.381279813595775,0.12901709737216902,2.177131876235795,0.5973184033425165,0.6451002552670694,0.640359088128705,0.351879169457539
,59.874531228552314,1.923995792788959,2.5363599478138577,0.47669114546864205,0.22615409262214034,0.1781191998698918,0.221490022432832
,70.95457779239509,1.7371222218087,0.7355159616452203,0.462638603521252,0.718813278873749,0.9922676692327075,0.16970168593045523
,3.320159297079418,1.6221601785526925,3.495790163036913,0.623845889125235,0.054459481944736064,0.21347998872086,0.3658872638978403
,6.346406792978114,1.141093627893998,0.22277175099926302,0.8266304698093363,0.1765367873722247,0.9827098319472317,0.6624727647996608
,13.465756791232835,0.02652211154440668,1.4671015880945346,0.3587237551663751,0.5757692179900311,0.7054672264464792,0.08318811916560012
,12.614705788414492,0.5785929089933516,0.4004748693178938,0.08277352267755571,0.058322026614309894,0.6871447682187872,0.0274827814478152
,15.208584440986108,0.06577378815228022,0.022326388048127484,0.07186822029519542,0.3378095535072039,0.012161358269403089,0.5018321799616298
,66.6904638332294,0.6775922034048273,3.45758957505163,0.566338260691242,0.08830144679587587,0.7641703150116111,0.5467149981061351
,2.616448248806218,0.24352737584467699,3.435330325075207,0.5718566270845309,0.8150474218310703,0.3373397029403761,0.1088638471876082
,46.94794316151639,0.8877468012797619,1.6133932777766145,0.2692002143889671,0.4104710020412795,0.6265357790259223,0.9696169550937006
,67.157040752317,0.7877527532888356,1.253243568660072,0.7930923955210698,0.12731171120309387,0.17019534973378994,0.07690678041584649
,34.28622878946878,0.6939831855990195,0.6732328583356875,0.3392418237708099,0.7746995568234624,0.9079252050997676,0.33766643783820677
,50.75296072108363,1.5042865208934444,1.187101842715221,0.33539488422344055,0.9697648900470546,0.8681828098991169,0.8627623798228472
,32.49520836600108,1.1928285262910974,3.3169276682938325,0.7444665860019669,0.903476513249804,0.7436131133071864,0.3815491863427452
,22.70000452675354,0.6206135481352535,1.3658838443460328,0.08685959144175862,0.49218782225762425,0.6931804534854152,0.2740408131893472
,24.769459948086272,0.3157671742346925,1.8426574184053768,0.7819582003642344,0.8123457083453233,0.43765499397780805,0.3031788202846087
,42.050602211960715,1.7801720055351535,1.0248431570518435,0.983199691536168,0.6107201982289305,0.9490459698149533,0.4076288432346524
,61.58524124630615,1.8757584869142685,2.128709960367831,0.6083395268584681,0.06614278419115505,0.8152607634246956,0.421876494974687
,29.035034784434625,0.28766434749905395,0.19970434445974927,0.12392062741195024,0.893113079888733,0.6588928161544592,0.9585279721998199
,2.2386769081384252,0.17022633547177063,2.26182509208133,0.6330437632384353,0.4766118834859573,0.2758785385770833,0.8191408724704103
,49.57969316489305,1.5948769891785517,2.030992657099118,0.2554964931308536,0.3291297524096785,0.7770073367923874,0.17880925720087176
,18.175902438195198,0.44690999861017283,3.282182158174619,0.5572465416376521,0.7173919115162196,0.194489816501923,0.3355150598083383
,23.351182996990097,1.8052757531903252,0.6074585905323464,0.6293192526066306,0.47586552390364767,0.024538301209803787,0.31241795298570324
,8.198370765120941,1.40161970497199,0.879623240387502,0.9015795021916861,0.5899415523817821,0.14546644971960812,0.7971595139761425
,50.26750403360391,1.348471351849532,0.054726571571596654,0.19919408400792815,0.6085448224265919,0.9407123350416281,0.6836448784104581
,72.78288206769669,0.5264916088154942,1.1226858620380524,0.3208884283099023,0.9535368718019643,0.6709602489176266,0.43265507328948877
,3.6339782188925294,0.18611663979177723,2.0845967146322124,0.9294030705836512,0.2562676633784889,0.3354508402753945,0.43970593234431504
,67.7006038354186,1.3869240500308053,2.655531050283194,0.920859253132143,0.3657674995419828,0.8088593066088139,0.8861106061524584
,21.27472247342062,0.497232647739492,2.7675830587498247,0.21370384115880736,0.790383898363573,0.6722602529928374,0.382898271697007
,68.70002152862773,0.368062016911714,1.6088084640644236,0.13878175521511982,0.6650359074930304,0.49834717966208986,0.6256289930450316
,64.62122703293934,1.2390165432875908,1.5557097882014082,0.6138030227827709,0.9142415849097743,0.48323028960869363,0.7801567500240597
,5.6992282435122785,1.3360317938557231,3.1087894009576367,0.0675539771011274,0.5446662442596942,0.42082342886866364,0.050427503931095866
,43.12375826263806,1.3026541213840173,2.6280528299535675,0.6933233068403486,0.3798264922372174,0.563259242116713,0.48615394735653816
,70.2795827402609,1.987707699526779,1.3720733192862928,0.6489777900901149,0.628103433588241,0.35488696631789657,0.40386594158459094
,30.473146584865635,0.40517329617157266,0.03541571157534065,0.945481303437246,0.7451620857897224,0.9532773942482275,0.8805052699679062
,16.25271358201343,1.6279586655184943,3.37581842491521,0.7750000418583476,0.7031567113707851,0.4110760287604722,0.9209019223094103
,70.5223048284437,0.27882719643264653,2.8023756148075187,0.7185655851232943,0.7823281399650871,0.7296414111172643,0.5762382467405178
,0.34798940033319387,0.8042990500046889,2.3667515552020753,0.39304187225360854,0.9992023957193534,0.6514906213624091,0.31316855667232674
,21.872783784990197,1.8952828566301196,0.12241181168946808,0.8147889845687222,0.6575100328947459,0.6102713099857634,0.7351014564493461
,74.586572496568,0.6348855527387681,2.9892211210485553,0.5864495299931685,0.01704374649345316,0.9001847420126896,0.8239571989394946
,35.93000831081062,0.12072772531037554,2.199318724650867,0.5177879119331761,0.8731567973083788,0.7977842440189878,0.639564386874164
